player_name,country_birth,country_fifa
Rushine De Reuck,South Africa,South Africa
Thomas Nikolaou,,Cyprus
Birkir Már Saevarsson,Iceland,Iceland
Firew Getahun,,Ethiopia
Meng-Cheng Tsai,Chinese Taipei (Taiwan),Chinese Taipei (Taiwan)
Shin-An Shih,,Chinese Taipei (Taiwan)
Stephen Pawaar,Southern Sudan,Southern Sudan
Abdi Idleh Hamza,,Djibouti
Ibrahima Dabo,France,Madagascar
Andriamirado Andrianarimanana,Madagascar,Madagascar
Stephen Eustáquio,Canada,Canada
Panutche Camara,Guinea-Bissau,Guinea-Bissau
Mujib Kassim,Ethiopia,Ethiopia
Gadissa Mebrate,Ethiopia,Ethiopia
Matthew Briggs,England,Guyana
Darren Randolph,Ireland,Ireland
Dennis Chembezi,Malawi,Malawi
Ernest Kakhobwe,,Malawi
Chikoti Chirwa,Malawi,Malawi
Thatayaone Kgamanyane,Botsuana,Botsuana
Thero Setsile,,Botsuana
Saifeldin Malik Bakhit,,Sudan
Moaaz Abdelraheem Gismalla,,Sudan
Donald Nzé,Gabon,Gabon
Richard Mbulu,Malawi,Malawi
Warren Mellie,Seychelles,Seychelles
Ajdin Nukic,Bosnia-Herzegovina,Bosnia-Herzegovina
Collins Sikombe,Zambia,Zambia
Zoir Dzhuraboev,Tajikistan,Tajikistan
Henry Niño,Nicaragua,Nicaragua
Manuel Kambala,Mozambique,Mozambique
Riaan Hanamub,Namibia,Namibia
Calon Minors,,Bermuda
René Huete,Nicaragua,Nicaragua
Kevin Hernández,Puerto Rico,Puerto Rico
Gerald Díaz,Puerto Rico,Puerto Rico
Christopher Jackson,Liberia,Liberia
Elom Nya-Vedji,,Togo
Joe Allen,Wales,Wales
Mauro Rodrigues,,Guinea-Bissau
Mateo Kovacic,Austria,Croatia
Daren Usher,,Bermuda
Eduard Spertsyan,Russia,Armenia
Mikhail Titov,Turkmenistan,Turkmenistan
Muharrem Jashari,Kosovo,Kosovo
Mohamed Abdallah,Comoros,Comoros
Vino Barclett,St. Lucia,St. Lucia
Melvin Doxilly,St. Lucia,St. Lucia
Antonio Joseph,St. Lucia,St. Lucia
Otev Lawrence,,St. Lucia
Gregson President,St. Lucia,St. Lucia
Alvinus Myers,,St. Lucia
Keeroy Lionel,,St. Lucia
Aaron Richard,,St. Lucia
Ahmed Yasser Rayan,Egypt,Egypt
Mert Günok,Turkey,Turkey
Liel Abada,Israel,Israel
Andrew Redmayne,Australia,Australia
Pavao Pervan,Jugoslawien (SFR),Austria
Branimir Cipetic,Croatia,Bosnia-Herzegovina
Marcelo Santos,Honduras,Honduras
Braian Samudio,Paraguay,Paraguay
Fali Candé,Guinea-Bissau,Guinea-Bissau
Zanka,Denmark,Denmark
Sergo Kukhianidze,,Georgia
Santiago Arzamendia,Argentina,Paraguay
Ayoub El Kaabi,Morocco,Morocco
Patrick van Aanholt,Netherlands,Netherlands
Davajav Battur,Mongolia,Mongolia
Mirlind Daku,Yugoslavia (Republic),Kosovo
Conor Metcalfe,,Australia
Azat Nurgaliev,UdSSR,Kazakhstan
Kolbeinn Sigthórsson,Iceland,Iceland
Ganbold Ganbayar,Mongolia,Mongolia
Isikeli Ratucava,,Fiji
Anastasios Douvikas,Greece,Greece
Mohammed Yasir,India,India
Hidemasa Morita,Japan,Japan
Moon-hwan Kim,"Korea, South","Korea, South"
Craig Martin,South Africa,South Africa
Saïd Bakari,France,Comoros
Manvir Singh,India,India
Masoud Juma,Kenya,Kenya
Yohan Roche,France,Benin
Kamso Mara,Guinea,Guinea
Navid Rahman,Germany,Pakistan
Keysher Fuller,Costa Rica,Costa Rica
Ibrahim Madi,France,Comoros
Yacine Bourhane,France,Comoros
Peni Tuigulagula,,Fiji
Jannick Buyla,Spain,Equatorial Guinea
Jayson Leutwiler,Switzerland,Canada
Norman Anderson,Belize,Belize
Tito Vodowaqa,,Fiji
Hussain Alizada,,Afghanistan
Omar Gaye,The Gambia,The Gambia
Chi-Hou Kam,,Macao
Ori Dahan,Israel,Israel
Robert Rojas,Paraguay,Paraguay
Juan Carlos Arce,Bolivia,Bolivia
Abduvokhid Nematov,Uzbekistan,Uzbekistan
Ousmane Kanté,France,Guinea
Steve Rubanguka,Rwanda,Rwanda
Éverton Ribeiro,Brazil,Brazil
Andrew Rarangia,,Solomon Islands
Ishan Kort,Netherlands Antilles,Suriname
Tidjani Anaane,Benin,Benin
Irakli Azarovi,Georgia,Georgia
Carlos Heredia,Spain,Dominican Republic
Jason Knight,Ireland,Ireland
Alec Mudimu,Zimbabwe,Zimbabwe
Lirim Kastrati,Yugoslavia (Republic),Kosovo
Esteban Orozco,Spain,Equatorial Guinea
Willy Semedo,France,Cape Verde
Elvis Bwomono,,Uganda
Ignatius Ganago,Cameroon,Cameroon
Igor Diveev,Russia,Russia
Anderson Cruz,Angola,Angola
Loïc Lapoussin,France,Madagascar
Maks Ebong,Belarus,Belarus
Donat Rrudhani,Yugoslavia (Republic),Kosovo
Petrez Williams,St. Kitts & Nevis,St. Kitts & Nevis
Ahmed Azzaqa,Libya,Libya
Moustapha Kouyaté,Guinea,Guinea
Shafiq Kagimu,Uganda,Uganda
Sam Vines,United States,United States
Hussein Ali,,Iraq
Jonathan Orozco,Mexico,Mexico
Ilkay Gündogan,Germany,Germany
Trey Vimalin,France,Congo
Toral Bayramov,Azerbaijan,Azerbaijan
Amad Diallo,Cote d'Ivoire,Cote d'Ivoire
Islam Issa,,Egypt
Lamin Sarr,,
Alessio Curci,Luxembourg,Luxembourg
Lucas Fox,,Luxembourg
Anatoliy Trubin,Ukraine,Ukraine
Soumaila Ouattara,Burkina Faso,Burkina Faso
Diego Rodríguez,Honduras,Honduras
Orn Chanpolin,Cambodia,Cambodia
Luis Díaz,Costa Rica,Costa Rica
Gué,,Sao Tome and Principe
Sebastian Tounekti,Norway,Tunisia
Sefu Niyonzima,,Rwanda
Yazan Al-Arab,Jordan,Jordan
Tomas Suslov,Slovakia,Slovakia
Mikkel Damsgaard,Denmark,Denmark
Dominik Yankov,Canada,Bulgaria
Christoffer Forsell,,Eritrea
Marcelo Moreno,Bolivia,Bolivia
Luqman Hakim,Malaysia,Malaysia
Jaroensak Wonggorn,Thailand,Thailand
Richard Sánchez,Paraguay,Paraguay
Liridon Balaj,Switzerland,Kosovo
Ryan McGowan,Australia,Australia
Sunday Adetunji,Nigeria,Nigeria
Milutin Osmajic,,Montenegro
Rhys Norrington-Davies,Saudi Arabia,Wales
Gabriel Arias,Argentina,Chile
Ibrahim Kane,,Mali
Mohamed Camara,Mali,Mali
Maytham Jabbar,,Iraq
Mohammed Dawood,Iraq,Iraq
Mohammed Kudus,Ghana,Ghana
Mohamed Camara,,Guinea
Aguibou Camara,,Guinea
Djibrilla Ibrahim,,Niger
Rachid Soumana,,Niger
Ibrahim Marou,Niger,Niger
Ahmed Al Maghasi,Libya,Libya
Tommy Smith,England,New Zealand
John Fleck,Scotland,Scotland
Vadim Bolohan,UdSSR,Moldova
Inoussa Amadou,,Niger
David Zima,Czech Republic,Czech Republic
Agustín Marchesín,Argentina,Argentina
Amanuel Yohanis,Ethiopia,Ethiopia
Orkhon Munkh-Orgil,,Mongolia
Munkhbold Baldorj,,Mongolia
Munkh-Erdene Enkhtaivan,,Mongolia
Temuujin Altansukh,Mongolia,Mongolia
Manyumow Achol,New Zealand,Southern Sudan
Gisbert Zarambaud,,Central African Republic
Anis Slimane,Denmark,Tunisia
José Fajardo,Panama,Panama
Steven Vitória,Canada,Canada
Saadiq Faisal Elmi,,Somalia
Munkh-Erdene Erdenesuren,,Mongolia
Jansyerik Maratkhan,Mongolia,Mongolia
Mohamed Hussein,Tanzania,Tanzania
Iker Álvarez,Andorra,Andorra
Sam Jackson,Liberia,Liberia
Denis Grechikho,Belarus,Belarus
Nicolás Otamendi,Argentina,Argentina
Oyunbaatar Otgonbayar,Mongolia,Mongolia
Brandon Ayerdis,Nicaragua,Nicaragua
Batkhishig Myagmar,,Mongolia
Gantogtokh Gantuyaa,,Mongolia
Egy Maulana Vikri,Indonesia,Indonesia
Armindo,East Timor,East Timor
Quinaceo Hunt,,Bermuda
Osman Bukari,Ghana,Ghana
Diego Godín,Uruguay,Uruguay
Gilles Sunu,France,Togo
Martín Cáceres,Uruguay,Uruguay
Daniel Dimov,Bulgaria,Bulgaria
Sam McClelland,Northern Ireland,Northern Ireland
Surafel Dagnachew,,Ethiopia
Amanuel Gebremichael,,Ethiopia
Mohamed Amissi,Belgium,Burundi
Jackson Muleka,DR Congo,DR Congo
Rashad Smith,,Barbados
Ivan Turitsov,Bulgaria,Bulgaria
Ralph Kottoy,Central African Republic,Central African Republic
Mousa Al-Tamari,Jordan,Jordan
Sunil Bal,Nepal,Nepal
Nawayug Shrestha,,Nepal
Damián Díaz,Argentina,Ecuador
Lassina Traoré,Burkina Faso,Burkina Faso
Kum-chol Kim,,"Korea, North"
Oday Kharoub,Palästina,Palästina
Adam Hlozek,Czech Republic,Czech Republic
Liston Colaco,India,India
Curtez Kellman,Guyana,Guyana
Leverton Pierre,Haiti,Haiti
Ádám Bogdán,Hungary,Hungary
Cuca,Portugal,
Patrick,Cape Verde,Cape Verde
Tomas Simretu,,Ethiopia
Asrat Tonjo,,Ethiopia
Troy Parrott,Ireland,Ireland
Murat Annaev,Turkmenistan,Turkmenistan
Aleksey Ionov,UdSSR,Russia
Njabulo Blom,South Africa,South Africa
Kacper Kozlowski,Poland,Poland
Igor Stasevich,UdSSR,Belarus
Simon Amin,Sweden,Syria
Elvin Cafarquliyev,Azerbaijan,Azerbaijan
Siuloa Fahina,,Tonga
Laulea Taufa,,Tonga
Teklemariam Shanko,,Ethiopia
Abdalla Ramadan,,United Arab Emirates
Khalifa Alhammadi,,United Arab Emirates
Sibusiso Mabiliso,South Africa,South Africa
Imran Nasheed,,Maldives
Homam Ahmed,Qatar,Qatar
Ashique Kuruniyan,India,India
Harry Arter,England,Ireland
Dong-gyeong Lee,"Korea, South","Korea, South"
Boubacar Moumouni,Niger,Niger
Rachmat Irianto,Indonesia,Indonesia
Fahmi Said Rajab Durbein,,Oman
Isaac Angking,United States,Puerto Rico
Guram Kashia,UdSSR,Georgia
Myat Kaung Khant,Myanmar,Myanmar
Win Naing Tun,,Myanmar
Giorgi Loria,UdSSR,Georgia
Giorgi Makaridze,Georgia,Georgia
Samuel Somerville,England,Malaysia
Meshaal Barsham,,Qatar
Minh Vuong Tran,,Vietnam
Hong Duy Nguyen Phong,Vietnam,Vietnam
Hicham Boudaoui,Algeria,Algeria
Khaled Kerdagli,,Syria
Mohamed Saaif,,Maldives
Hussain Shareef,Maldives,Maldives
Ibrahim Mahudhee,,Maldives
Sahal Abdul Samad,United Arab Emirates,India
Van Hoang Nguyen,,Vietnam
Dinh Trong Tran,,Vietnam
Van Duc Phan,Vietnam,Vietnam
Ahmed Basil,,Iraq
Safaa Hadi,Iraq,Iraq
Ibrahim Bayesh,,Iraq
Syahrian Abimanyu,Indonesia,Indonesia
Ibrahim Al Mukhaini,,Oman
Muhsen Al Ghassani,Oman,Oman
Zahir Al-Aghbari,,Oman
Abdullah Fawaz,,Oman
Ahmed Al-Kaabi,,Oman
Juma Al Habsi,,Oman
Ahmed Suhail,,Qatar
Youssef Al-Hamawi,,Syria
Aqil Savik,Indonesia,Indonesia
Musa Farawi,Palästina,Palästina
Mohammed Rashid,,Palästina
Ahmed Qatmish,Palästina,Palästina
Fares Arnaout,,Syria
Mohammad Anez,,Syria
Ahmed Ashkar,Syria,Syria
Oday Dabbagh,Palästina,Palästina
Noor Al-Rawabdeh,,Jordan
Ahmed Ersan,Jordan,Jordan
Musa Juwara,The Gambia,The Gambia
Omar Al Fazari,Oman,Oman
Enock Sabumukama,Burundi,Burundi
AJ Paterson,United States,Grenada
Alex Roldán,United States,El Salvador
Adrián Jusino,United States,Bolivia
Vezirgeldy Ilyasov,Turkmenistan,Turkmenistan
Kinley Penjor,,Bhutan
Thinley Dorji,Bhutan,Bhutan
Rahmat Mia,Bangladesh,Bangladesh
Dawa Tshering Jr.,Bhutan,Bhutan
Dries Mertens,Belgium,Belgium
Robinson Flores,,Venezuela
Sengvilay Chanthasili,Laos,Laos
Kamal Sowah,Ghana,Ghana
Edmond Tapsoba,Burkina Faso,Burkina Faso
Jafar Salmani,Iran,Iran
Kristian Thorstvedt,Norway,Norway
Dramane Salou,Burkina Faso,Burkina Faso
Jefferson Brenes,Costa Rica,Costa Rica
Narender Gahlot,India,India
Benjamin Tardivel,,Tahiti
Matias Belli Moldskred,Spain,Nicaragua
Basilio Ndong,Equatorial Guinea,Equatorial Guinea
Ebrima Colley,The Gambia,The Gambia
Hassan Dilunga,Tanzania,Tanzania
Alexandre Oukidja,France,Algeria
Show,Angola,Angola
Lachezar Kotev,,Bulgaria
Jules Ulimwengu,,Burundi
Ange Mutsinzi,Rwanda,Rwanda
Djabel Manishimwe,Rwanda,Rwanda
Bonfils-Caleb Bimenyimana,Burundi,Burundi
Suphanat Mueanta,Thailand,Thailand
Theo Corbeanu,Canada,Canada
Pape Sarr,Senegal,Senegal
Mohamed Niare,,
Charles Lukwago,,Uganda
Mustafa Kizza,Uganda,Uganda
Lau King,,Mozambique
Steven Sserwadda,,Uganda
Patrick Kaddu,,Uganda
Amadú,,Mozambique
Yusufu Valentine Mhilu,,Tanzania
Yohana Oscar Mkomola,,Tanzania
Fahad Bayo,,Uganda
Joash Onyango,,Kenya
Lawrence Juma,,Kenya
Brynjar Ingi Bjarnason,,Iceland
Djuma Shabani,Zaire,DR Congo
Fabrice Ngoma,Zaire,DR Congo
Mukoko Tonombe,,DR Congo
Yi Hsu,Chinese Taipei (Taiwan),Chinese Taipei (Taiwan)
Fahad Ishmail,Somalia,Somalia
Kévin Barbe,,Tahiti
Jean-Claude Paraue,,Tahiti
Louis Gitton,,Tahiti
Joyskim Dawa,France,Cameroon
Bibras Natcho,Israel,Israel
Joseph Aidoo,Liberia,Liberia
Yousif Mohammad,,Syria
Péter Gulácsi,Hungary,Hungary
Anatoliy Nuriev,Ukraine,Azerbaijan
Salem Al-Ajalin,Jordan,Jordan
Carlos Palacios,Chile,Chile
Valgeir Lunddal Fridriksson,,Iceland
Dennis Taylor,,Jamaica
Velmyrat Ballakov,Turkmenistan,Turkmenistan
Sofiane Feghouli,France,Algeria
Armando Broja,England,Albania
Jamie Bosio,Gibraltar,Gibraltar
Marshall Willock,England,Montserrat
Olzhas Kerimzhanov,UdSSR,Kazakhstan
Kevin Álvarez,Mexico,Mexico
Raivis Kirss,,Latvia
Jimmy Dzingai,Zimbabwe,Zimbabwe
Ekhson Pandzhshanbe,Tajikistan,Tajikistan
Gurbanmyrat Garaev,Turkmenistan,Turkmenistan
Gurbanguly Ashirov,,Turkmenistan
Alhassan Koroma,Sierra Leone,Sierra Leone
Jong-hyok Song,,"Korea, North"
Charles Kaboré,Burkina Faso,Burkina Faso
Ady Setiawan,Indonesia,Indonesia
Strahinja Pavlovic,Yugoslavia (Republic),Serbia
Dan Bowry,England,Antigua and Barbuda
Kane Crichlow,Bermuda,Bermuda
Raheem Deterville,Antigua and Barbuda,Antigua and Barbuda
TJ Bramble,England,Antigua and Barbuda
Mohamed Youssouf,France,Comoros
Jeff Beljour,,Turks- and Caicosinseln
Pendieno Brooks,,Turks- and Caicosinseln
Mackenson Cadet,Turks- and Caicosinseln,Turks- and Caicosinseln
José Elcius,Turks- and Caicosinseln,Turks- and Caicosinseln
Rolando Abreu,Cuba,Cuba
César Azpilicueta,Spain,Spain
Salifu Moro,,Ghana
Baljinnyam Batbold,Mongolia,Mongolia
Raddy Ovouka,,Congo
Shaaban Idd Chilunda,Tanzania,Tanzania
Feisal Salum,,Tanzania
Mickael Pote,France,Benin
Reon Moore,,Trinidad and Tobago
Didik Wahyu,Indonesia,Indonesia
Mustafa Mohammed,,Iraq
Arif Satria,Indonesia,Indonesia
Zakari Junior Lambo,Belgium,Niger
Julián Álvarez,Argentina,Argentina
Sadack Ndobé,,Central African Republic
Duncan Otieno,Kenya,Kenya
Eric Kapaito,,Kenya
Ward Al-Salama,,Syria
Carl Hinkson,,Barbados
David Yurchenko,UdSSR,Armenia
Tshepo Maikano,Botsuana,Botsuana
Tsepo Toloane,,Lesotho
Monaheng Ramalefane,,Lesotho
Nicky Clescenco,Ireland,Moldova
Firza Andika,Indonesia,Indonesia
Hussain Sifaau,,Maldives
Hussain Nihan,,Maldives
Aprocius Petrus,Namibia,Namibia
Vitapi Ngaruka,Namibia,Namibia
Haimie Anak Nyaring,Brunei Darussalam,Brunei Darussalam
Suhaimi Anak Sulau,,Brunei Darussalam
Taddeo Lwanga,Uganda,Uganda
Precious Sambani,Malawi,Malawi
Rafik Namwera,,Malawi
Ibrahim Imoro,,Ghana
Dilson,,Sao Tome and Principe
Tinho,,Sao Tome and Principe
Iniesta,,Sao Tome and Principe
Mohamed Ali Ben Romdhane,Tunisia,Tunisia
Omar Rekik,,Tunisia
Maksat Taykenov,Kazakhstan,Kazakhstan
Elvis Samolah,Central African Republic,Central African Republic
Atte Youssifou,,Togo
Konadu Yiadom,,Ghana
Ísak Bergmann Jóhannesson,England,Iceland
Rashid Nortey,,Ghana
Anisur Rahman,Bangladesh,Bangladesh
Biplu Ahmed,Bangladesh,Bangladesh
Phouthone Innalay,Laos,Laos
Jamal Musiala,Germany,Germany
Yonis Farah,England,Somalia
Fernando Muslera,Argentina,Uruguay
Motin Mia,Bangladesh,Bangladesh
Riyadul Hasan,Bangladesh,Bangladesh
Mohammad Ibrahim,Bangladesh,Bangladesh
Daniel Pérez,Venezuela,Venezuela
Khusniddin Alikulov,Uzbekistan,Uzbekistan
Mehedi Hosson Royel,,Bangladesh
Jude Bellingham,England,England
Mohamed Jewel,,Bangladesh
Habibur Rahman Sohag,,Bangladesh
Junior Benjamin,,Antigua and Barbuda
Min-kyu Song,"Korea, South","Korea, South"
Mohammed Abdullah,,Bangladesh
Yaser Hamed,Spain,Palästina
Shokhrukh Kirgizboev,,Tajikistan
Mukhammadzhon Rakhimov,Tajikistan,Tajikistan
Outthilath Nammakhoth,Laos,Laos
Somxay Keohanam,Laos,Laos
Osvaldo Belo,East Timor,East Timor
João Panji,,East Timor
Gumario,Indonesia,East Timor
Nuno Borges,Portugal,Cape Verde
Thomas Müller,Germany,Germany
Dabao Yu,China,China
Mohammed Saleh,Palästina,Palästina
Kyriakos Papadopoulos,Greece,Greece
Gavin Bazunu,Ireland,Ireland
Peterson Evariste,,Turks- and Caicosinseln
Moustapha Name,Senegal,Senegal
Soe Moe Kyaw,,Myanmar
Sean Atherton,,Samoa
Yusif Moussa,Ghana,Niger
MJ Faoa-Danielson,,American Samoa
Matthew Taga'i,,American Samoa
Tuaki Latu,,American Samoa
Kuresa Taga'i,,American Samoa
Mark Taga'i,,American Samoa
Sibiri Sanou,Burkina Faso,Burkina Faso
Max Gomesse,,Central African Republic
Joel Neves,,Sao Tome and Principe
Marcellin Koukpo,Benin,Benin
Fahad Mohamed,,Somalia
Saúl Coco,Spain,Equatorial Guinea
Johnstone Omurwa,,Kenya
Pierre-Emerick Aubameyang,France,Gabon
Liam Brathwaite,,Barbados
Krisean López,Belize,Belize
Yusuf Abdurisag,,Qatar
Mohanad Ali,Iraq,Iraq
Charles Hambira,Namibia,Namibia
Marcel Papama,Namibia,Namibia
Ratanda Mbazuvara,Namibia,Namibia
Shao-Chieh Tu,,Chinese Taipei (Taiwan)
Junior Hoilett,Canada,Canada
Hao Cheng,Chinese Taipei (Taiwan),Chinese Taipei (Taiwan)
David Alaba,Austria,Austria
Abdourahim Moina,France,Comoros
Aleksandar Dragovic,Austria,Austria
Jackson Lunanga,,DR Congo
Boubacar Hainikoye,,Niger
Gonzalo Plata,Ecuador,Ecuador
Oleksandr Karavaev,Ukraine,Ukraine
Younn Zahary,France,Comoros
David de Gea,Spain,Spain
Thatayaone Ditlhokwe,,Botsuana
Isse Ismail,,Somalia
Raimonds Krollis,,Latvia
Ibrahima,Guinea,Guinea
Nicholas Prasad,Canada,Fiji
Emilio Nsue,Spain,Equatorial Guinea
Maciej Rybus,Poland,Poland
Craig Cathcart,Northern Ireland,Northern Ireland
Senou Coulibaly,France,Mali
Nacer Chadli,Belgium,Belgium
Benson Anang,,Ghana
Armend Thaqi,Yugoslavia (Republic),Kosovo
Gilberto Sepúlveda,Mexico,Mexico
Kadek Agung,Indonesia,Indonesia
Luiyi de Lucas,Dominican Republic,Dominican Republic
Houssen Abderrahmane,France,Mauritania
Peter Lauvao,,American Samoa
Hengihengi Ikuvalu,,American Samoa
John Tumua Leo,,Samoa
Jarvis Filimalae,,Samoa
Kulisitofa Kite,,Tonga
Roberto Fernández,Bolivia,Bolivia
Marius Mouandilmadji,Chad,Chad
Mário Balbúrdia,,Angola
Melono Dala,,
Soufiane Rahimi,Morocco,Morocco
Foxi Kethevoama,Central African Republic,Central African Republic
Brian Ocampo,Uruguay,Uruguay
Terrence Dzvukamanja,,Zimbabwe
Denis Makarov,Russia,Russia
Raiko Arozarena,Cuba,Cuba
Jonathan Nahimana,Burundi,Burundi
Santiago Ormeño,Mexico,Peru
Taras Stepanenko,UdSSR,Ukraine
Jetmir Topalli,Yugoslavia (Republic),Kosovo
Allen Njie,Liberia,Liberia
Yeltsin Álvarez,,Guatemala
Danilo Zúñiga,Nicaragua,Nicaragua
Dinniget Luaine,,Papua New Guinea
Patrick Taroga,,Solomon Islands
Waiwo Kalmet,,Vanuatu
Jacob Berkeley-Agyepong,England,Grenada
Joshua John,Netherlands,Aruba
Luis Meseguer,Spain,Equatorial Guinea
Marcos Acuña,Argentina,Argentina
Ghampani Lungu,,Zambia
Thiago,Italy,Spain
Jonathan dos Santos,Mexico,Mexico
Franklin Flores,Honduras,Honduras
Matt Orr,United Kingdom,Hongkong
Bouphachan Bounkong,Laos,Laos
Kaharn Phetsivilay,Laos,Laos
Rudy Barrientos,Guatemala,Guatemala
Lamine Gassama,France,Senegal
Kittisak Phomvongsa,Laos,Laos
Gaspar Lucas,East Timor,East Timor
Filomeno,,East Timor
Anthony Lopes,France,Portugal
Javid George,,Dominica
Gelvanio Costa,,East Timor
Ayzar Akmatov,Kyrgyzstan,Kyrgyzstan
Ernist Batyrkanov,Kyrgyzstan,Kyrgyzstan
Leonardo Campana,Ecuador,Ecuador
Zayd Farah,,Somalia
Hannibal Mejbri,France,Tunisia
Corrin Brooks-Meade,England,Montserrat
Ima Andriatsima,Madagascar,Madagascar
Toni Sunjic,Jugoslawien (SFR),Bosnia-Herzegovina
Ivenzo Comvalius,Suriname,Suriname
Michael Butler,Bahamas,Bahamas
Marcel Joseph,,Bahamas
Gary Medel,Chile,Chile
Bilal Akoro,,Togo
Messan Toudji,,Togo
Bienvenue Shaka,Burundi,Burundi
Kevin Carabantes,El Salvador,El Salvador
Bruno Ecuele Manga,Gabon,Gabon
Dariel Morejón,Cuba,Cuba
Luis Paradela,Cuba,Cuba
Alwin Hou,,Solomon Islands
Ciaron Brown,England,Northern Ireland
Ming-Him Sun,Hongkong,Hongkong
Miloš Dragojevic,Jugoslawien (SFR),Montenegro
Wa-Seng Ng,Macao,Macao
Milan Mijatovic,Jugoslawien (SFR),Montenegro
Francis Moustapha,Burundi,Burundi
Matteo Vitaioli,San Marino,San Marino
Majak Mawith,Kenya,Southern Sudan
Mario Gavranovic,Switzerland,Switzerland
Stelios Andreou,Cyprus,Cyprus
Joshua Bertie,,British Virgin Islands
Jamie Wilson,England,British Virgin Islands
Talbert Shumba,,Zimbabwe
Ledson Jerome,,Turks- and Caicosinseln
Nemanja Jovic,Bosnia-Herzegovina,Serbia
Jervic McFarlane,,St. Lucia
Andrus Remy,,St. Lucia
Kevin Layne,Guyana,Guyana
Donte Newton,,Dominica
Tafari Smith,St. Kitts & Nevis,Anguilla
Jermal Richardson,,Anguilla
Loizos Loizou,Cyprus,Cyprus
Troy Pinder,,Bahamas
Ian Lowe,,Bahamas
Tyreek Magee,Jamaica,Jamaica
Brad Richards,,St. Vincent & Grenadinen
Diel Spring,St. Vincent & Grenadinen,St. Vincent & Grenadinen
Walieldin Khidir,,Sudan
Perry Monnaie,,Seychelles
Darrel Damoo,,Seychelles
Juninho Mathiot,,Seychelles
Moses Waiswa,Uganda,Uganda
Rabia Al Shadi,,Libya
Mohammed Al Tuhami,,Libya
Namori Diaw,,Mauritania
Abdallahi Mahmoud,Mauritania,Mauritania
Nené,Mozambique,Mozambique
Ashley Williams,Liberia,Liberia
Jeamirr Howell,,Aruba
Edward Clarissa,,Aruba
John Engerman,American Virgin Islands,American Virgin Islands
Rakeem Joseph,Antigua and Barbuda,American Virgin Islands
Juan O'Neill,Puerto Rico,Puerto Rico
Nicolás Cardona,,Puerto Rico
Joel Serrano,Puerto Rico,Puerto Rico
David Omot Sebit,Sudan,Southern Sudan
Peter Maker Manyang,Sudan,Southern Sudan
Ngine Faye Njie,,The Gambia
Tyler Lee,,Cayman Islands
Nuno Mendes,Portugal,Portugal
Alex Dyer,England,Montserrat
Jordan Henderson,England,England
Conor Hourihane,Ireland,Ireland
Henrik Ojamaa,UdSSR,Estonia
Hamad Al-Shamsan,Bahrain,Bahrain
Mohamed Marhoon,Bahrain,Bahrain
Filippo Fabbri,,San Marino
Tatsuhiro Sakamoto,Japan,Japan
Teah Dennis,Liberia,Liberia
César Pinares,Chile,Chile
Jairo Arreola,Guatemala,Guatemala
Shane Ferguson,Northern Ireland,Northern Ireland
Reggie Lambe,Bermuda,Bermuda
Arman Nersesyan,Armenia,Armenia
Trésor Mputu,Zaire,DR Congo
Hassan Bashir,Denmark,Pakistan
Andrew Omobamidele,Ireland,Ireland
Maynor Figueroa,Honduras,Honduras
Boniek García,Honduras,Honduras
Jairo Quinteros,Bolivia,Bolivia
Maksim Mukhin,Russia,Russia
Krystian Pearce,England,Barbados
Georgiy Sudakov,Ukraine,Ukraine
João Paulo,Cape Verde,Cape Verde
Conor Bradley,Northern Ireland,Northern Ireland
Romario Dixon,,Cayman Islands
Jonah Ebanks,,Cayman Islands
Hassan Abdallah,,Kenya
Luka Banda,,Zambia
Gidson Francis,St. Vincent & Grenadinen,St. Vincent & Grenadinen
Ramesses McGuiness,,American Virgin Islands
Zahmyre Harris,,American Virgin Islands
Romeo Barra,,Seychelles
Nigel Hoareau,,Seychelles
Murphy Parker,,Antigua and Barbuda
Edarlyn Reyes,Dominican Republic,Dominican Republic
Peter Cholopi,Malawi,Malawi
Khalid Al Braiki,Oman,Oman
Ahmed Al Rawahi,Oman,Oman
Razak Seyni,,Niger
Kutlwelo Mpolokang,,Botsuana
Monged Elneel,,Sudan
Somlith Sengvanny,Laos,Laos
T'Sharne Gallimore,,British Virgin Islands
Tyler Forbes,British Virgin Islands,British Virgin Islands
Jasim Al-Shaikh,,Bahrain
Mahdi Abduljabbar Darwish,,Bahrain
Gilbert Bautista,,Aruba
Murad Al Wuheeshi,,Libya
Hemeya Tanjy,Mauritania,Mauritania
James Collins,England,Ireland
Rubin Colwill,,Wales
Ming-Wei Lin,,Chinese Taipei (Taiwan)
Ntazana Mayembe,Wales,Zambia
Boulaye Dia,France,Senegal
Jaden Servania,United States,Puerto Rico
Benjamin Sesko,Slovenia,Slovenia
Eldin Dzogovic,,Luxembourg
Kraig Noel-McLeod,,Grenada
Jayden Martin,,Antigua and Barbuda
Kenderic Poulina,,Aruba
Ericson Croes,,Aruba
Andre Applewhaite,,Barbados
Niall Reid-Stephen,Barbados,Barbados
Nashton Browne,,Barbados
Kion Parchmont,,Cayman Islands
Jean Carlos Rodríguez,,Cuba
Isaiah Lee,Trinidad and Tobago,Trinidad and Tobago
Josh Gabriel,,Grenada
Ángel Molinari,Puerto Rico,Puerto Rico
Malique Roberts,,St. Kitts & Nevis
Tiquanny Williams,,St. Kitts & Nevis
Óscar Castellanos,,Guatemala
